"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd180.8",0.000222304588610191,-0.754439961617616,0.29,0.221,1,"13","Cd180"
"Lcp1.7",0.00023290120761584,-1.94575185656228,0.702,0.679,1,"13","Lcp1"
"Sec11c.4",0.000236723275457489,2.45439904578081,0.415,0.371,1,"13","Sec11c"
"Prelid1.5",0.000237124462583177,0.721603376170754,0.366,0.321,1,"13","Prelid1"
"Ssr4.7",0.000240414703154171,1.34163388044045,0.382,0.341,1,"13","Ssr4"
"Ggnbp2.3",0.000243827000163213,0.286191597551942,0.312,0.249,1,"13","Ggnbp2"
"Higd2a.3",0.000255110075380284,1.31145696979184,0.294,0.245,1,"13","Higd2a"
"Ndufa6.7",0.00025662554319336,5.10469233384321,0.604,0.62,1,"13","Ndufa6"
"Gabarapl2.9",0.000274672167146553,-0.852459967269693,0.264,0.342,1,"13","Gabarapl2"
"Metap2.6",0.000275058189615898,0.451588173111277,0.31,0.249,1,"13","Metap2"
"Rer1.3",0.000282084979517844,0.258090558608177,0.278,0.217,1,"13","Rer1"
"Arhgef18.5",0.000284427131600199,-0.411705274681271,0.225,0.293,1,"13","Arhgef18"
"Mdh1.5",0.000284567429886313,-0.430817310008443,0.217,0.286,1,"13","Mdh1"
"Serinc3.10",0.000284576016757996,2.22352182402761,0.609,0.552,1,"13","Serinc3"
"Bcl10.3",0.000286672249884556,0.476859619447952,0.305,0.248,1,"13","Bcl10"
"Rtf2.1",0.000289406456945097,0.409765480598111,0.204,0.151,1,"13","Rtf2"
"Bcl11a.13",0.000299379733197318,-0.389547746848079,0.234,0.299,1,"13","Bcl11a"
"Hist1h1e.13",0.000304732636432449,-5.45364552878149,0.236,0.18,1,"13","Hist1h1e"
"Cdk4.4",0.000307633631455197,-0.410052445183332,0.116,0.174,1,"13","Cdk4"
"Cfl1.12",0.000330685879361465,-15.4444106697492,0.706,0.887,1,"13","Cfl1"
"Ncln",0.000341712591404435,0.279871079109099,0.139,0.096,1,"13","Ncln"
"Nfkbia.10",0.00034190439703461,0.524070149426979,0.488,0.453,1,"13","Nfkbia"
"Srp9.6",0.000344067001767212,1.51374995417795,0.454,0.43,1,"13","Srp9"
"Trim8.1",0.000358286896516315,0.289327415843382,0.19,0.139,1,"13","Trim8"
"Snrpd3.9",0.000385942540839211,-0.360473820134987,0.271,0.35,1,"13","Snrpd3"
"Atpif1.8",0.000401003138633772,-27.4023599191052,0.296,0.241,1,"13","Atpif1"
"Cope.3",0.000448524433042004,0.657120675244244,0.282,0.234,1,"13","Cope"
"Man1a.12",0.000458877519155673,-0.56171154122608,0.254,0.319,1,"13","Man1a"
"Copb2.2",0.000459812412396299,0.389786106257246,0.199,0.15,1,"13","Copb2"
"9930111J21Rik2.2",0.000494620569281621,0.293636437948522,0.225,0.172,1,"13","9930111J21Rik2"
"Dph5.9",0.00050443749820568,-1.03127367333295,0.063,0.109,1,"13","Dph5"
"Ndufb9.6",0.00053904949424403,0.644840324637574,0.387,0.347,1,"13","Ndufb9"
"P2rx4",0.000559330217601281,0.27816353832059,0.121,0.082,1,"13","P2rx4"
"Trappc4.2",0.000569312050347334,0.264640817009148,0.246,0.192,1,"13","Trappc4"
"Brd2.1",0.000571647607807219,0.517110794883677,0.452,0.404,1,"13","Brd2"
"Trappc2l.1",0.000572991990378642,0.368668851137771,0.208,0.159,1,"13","Trappc2l"
"Ankrd44.7",0.00058187538592115,0.432285998671156,0.419,0.359,1,"13","Ankrd44"
"Arid4b.2",0.000587983115513561,-0.269270057269568,0.224,0.289,1,"13","Arid4b"
"Bloc1s2.1",0.000611236830698533,0.327481852973573,0.206,0.156,1,"13","Bloc1s2"
"Ube2i.7",0.000615912343097319,-0.351641921181953,0.292,0.36,1,"13","Ube2i"
"Rab8a.4",0.000656798604080266,0.451983602079521,0.317,0.265,1,"13","Rab8a"
"Arhgap45.13",0.000665036311836471,-2.9882275815267,0.687,0.746,1,"13","Arhgap45"
"Elob.10",0.000677163143520707,1.16393633591037,0.484,0.607,1,"13","Elob"
"Eif3i.7",0.000693706831255619,-0.31420965073825,0.299,0.37,1,"13","Eif3i"
"Hnrnpf.6",0.000700749849791219,0.452298812150749,0.54,0.625,1,"13","Hnrnpf"
"Snrpe.6",0.000741635486544407,-1.96879436249021,0.512,0.611,1,"13","Snrpe"
"Igbp1",0.000762763611863346,0.25317000268738,0.158,0.114,1,"13","Igbp1"
"mt-Atp6.11",0.000815055975932915,-100.432836430356,0.986,0.991,1,"13","mt-Atp6"
"Sri.5",0.000837491956185676,-0.33843890425674,0.312,0.386,1,"13","Sri"
"Keap1",0.000837582819860007,0.279205146563064,0.167,0.122,1,"13","Keap1"
"Ubald2.4",0.000844665297824742,0.257087162070971,0.243,0.192,1,"13","Ubald2"
"Ero1lb.7",0.000850979510211542,-0.769568342748558,0.16,0.218,1,"13","Ero1lb"
"Lsm7.5",0.000892144996209096,-0.680036686192014,0.206,0.269,1,"13","Lsm7"
"Trp53inp1.4",0.000928426875599879,-0.353184515253821,0.067,0.11,1,"13","Trp53inp1"
"Lrrc8c.2",0.000933403180422445,0.31821018047621,0.136,0.096,1,"13","Lrrc8c"
"Eea1.3",0.000956884747159311,-5.89754683312383,0.102,0.067,1,"13","Eea1"
"Atp6v0e.4",0.00100527454425482,1.92373260686587,0.46,0.447,1,"13","Atp6v0e"
"Ndufc2.3",0.00101765752840008,0.516930229037994,0.343,0.293,1,"13","Ndufc2"
"Csde1.1",0.00102257635892773,0.26673312035101,0.38,0.325,1,"13","Csde1"
"Stag2.1",0.00104955464737085,0.2976038079028,0.255,0.203,1,"13","Stag2"
"Myo1e.13",0.00108332873322788,-6.8843921035868,0.106,0.158,1,"13","Myo1e"
"Sav1",0.00112152868823957,0.277410021536368,0.121,0.084,1,"13","Sav1"
"Sptbn1.7",0.00112700637035154,-0.369707301615143,0.273,0.334,1,"13","Sptbn1"
"Rpl10.11",0.00115785450875232,-4.83254061186165,0.729,0.96,1,"13","Rpl10"
"Sf3b3.5",0.00117931120236628,-0.390025840652378,0.25,0.31,1,"13","Sf3b3"
"Selenot.1",0.00128829782113248,0.337394953752671,0.254,0.205,1,"13","Selenot"
"Npm3.12",0.00129215169789207,-0.342941578167936,0.19,0.251,1,"13","Npm3"
"Zc3h7a.1",0.00133747515258405,0.289199948956397,0.21,0.163,1,"13","Zc3h7a"
"Ndufa13.8",0.00142196869856278,0.402150905281588,0.454,0.574,1,"13","Ndufa13"
"Dusp7",0.00145418266629055,0.286953399400671,0.107,0.073,1,"13","Dusp7"
"Myh9.11",0.00152953895254126,-7.35747082899636,0.651,0.722,1,"13","Myh9"
"Trim25.1",0.00159280014688062,0.400354487872644,0.188,0.145,1,"13","Trim25"
"Ssb.6",0.0015939883444274,-0.296148605132564,0.28,0.34,1,"13","Ssb"
"Dek.8",0.00161602727410674,-15.7048537688693,0.366,0.324,1,"13","Dek"
"Washc2.1",0.00163030642262568,0.262336561609416,0.181,0.137,1,"13","Washc2"
"Krtcap2.7",0.00165312840808528,0.3143471798556,0.373,0.467,1,"13","Krtcap2"
"Hnrnpa0.4",0.00170663164644865,-0.622315342467431,0.373,0.433,1,"13","Hnrnpa0"
"Pde4b.8",0.00174920095806193,1.12784234042068,0.423,0.37,1,"13","Pde4b"
"Myl12a.11",0.0017947260689833,0.894320648329914,0.447,0.535,1,"13","Myl12a"
"Usp15",0.00188582089846383,0.455192822892074,0.185,0.14,1,"13","Usp15"
"Ifi209.10",0.00196396017042991,3.13117799659019,0.368,0.326,1,"13","Ifi209"
"Atxn7l3b.4",0.00196958181589288,0.474685855678655,0.35,0.309,1,"13","Atxn7l3b"
"Rnf7.2",0.00197289443376293,0.336416456415939,0.211,0.164,1,"13","Rnf7"
"Map2k7",0.00200643117225706,0.252808259306519,0.157,0.116,1,"13","Map2k7"
"Mrpl4.1",0.00202042975152479,0.336155394094044,0.217,0.171,1,"13","Mrpl4"
"Sp110.6",0.00202370344701762,0.465970580531014,0.34,0.287,1,"13","Sp110"
"Papola.1",0.00204629510110578,0.437907198889338,0.303,0.252,1,"13","Papola"
"Vps36.1",0.00204789553432709,0.423283437293218,0.215,0.168,1,"13","Vps36"
"Ifi203.8",0.00207686027335203,5.54319861893256,0.382,0.478,1,"13","Ifi203"
"Dhx9.4",0.00214125384408715,-0.264132931613613,0.217,0.273,1,"13","Dhx9"
"Sf3b1.7",0.00218131387914477,0.256092724760224,0.618,0.574,1,"13","Sf3b1"
"Hsbp1.1",0.00218634742303356,0.348273560926117,0.299,0.252,1,"13","Hsbp1"
"Copb1",0.00244931481561255,0.322830728503708,0.169,0.128,1,"13","Copb1"
"Arid4a.5",0.00250269287193274,0.306096778743735,0.273,0.225,1,"13","Arid4a"
"Sept11.2",0.00279447369172027,0.261360270215297,0.167,0.126,1,"13","Sept11"
"Casp8.1",0.00283443657795171,0.77219226297138,0.224,0.179,1,"13","Casp8"
"Tmem234.5",0.00285709351393266,0.768163693898461,0.38,0.335,1,"13","Tmem234"
"Trim12a.1",0.00289413534505375,-0.25940789771219,0.183,0.235,1,"13","Trim12a"
"Fis1.7",0.00294796742456133,1.70871224073824,0.475,0.475,1,"13","Fis1"
"Leprotl1.13",0.0029883079505829,-0.517802505252643,0.178,0.226,1,"13","Leprotl1"
"Bcl2a1b.3",0.00305033818562651,-10.6757483702907,0.118,0.084,1,"13","Bcl2a1b"
"Tra2b.5",0.0030695458007645,-0.451614271780674,0.461,0.518,1,"13","Tra2b"
"Dbnl.3",0.00327635198118028,0.668154755262583,0.333,0.29,1,"13","Dbnl"
"Ybx1.7",0.00328933003728908,-9.62482422829891,0.583,0.608,1,"13","Ybx1"
"Rnpepl1.1",0.00331781593829151,0.298354555288841,0.185,0.144,1,"13","Rnpepl1"
"Was.2",0.00335154531321402,1.39519138544934,0.305,0.257,1,"13","Was"
"Sh3kbp1.10",0.00342417189527386,-0.306292351626022,0.255,0.314,1,"13","Sh3kbp1"
"Tcf4.13",0.00345872981168664,-4.50302346206507,0.245,0.193,1,"13","Tcf4"
"Lars2.6",0.00352018775582533,-Inf,0.813,0.927,1,"13","Lars2"
"Brd7",0.00353865130717804,0.341929476286551,0.21,0.166,1,"13","Brd7"
"Etnk1.9",0.00356901844159512,0.901961043967021,0.245,0.304,1,"13","Etnk1"
"Cux1.2",0.00358387950444831,0.289754138246228,0.197,0.155,1,"13","Cux1"
"Gng2.2",0.00366117509793607,0.341530902367222,0.199,0.156,1,"13","Gng2"
"Ddx6.6",0.00374958250900923,-0.445547862339416,0.359,0.419,1,"13","Ddx6"
"Snx2.12",0.00390217075053794,-0.308224397060866,0.287,0.35,1,"13","Snx2"
"Tnrc6b.8",0.00391953171347927,-0.31323885757339,0.285,0.339,1,"13","Tnrc6b"
"Eif4a1.9",0.00392080731450657,-2.45233078591027,0.458,0.43,1,"13","Eif4a1"
"Ankrd12.4",0.00399470731007167,-0.325935775405889,0.206,0.259,1,"13","Ankrd12"
"Itsn2.10",0.00412531344163684,-0.306015596398434,0.282,0.332,1,"13","Itsn2"
"Serp1.10",0.00412701384016659,0.49095834363716,0.572,0.534,1,"13","Serp1"
"Romo1.5",0.00421269480037396,-0.413800685755257,0.275,0.334,1,"13","Romo1"
"Zc3hav1.6",0.00428868298142584,0.364483280368283,0.278,0.23,1,"13","Zc3hav1"
"Ptges3.8",0.0043756068154657,-1.65464369225684,0.201,0.255,1,"13","Ptges3"
"Ddx21.6",0.00463444957232167,-8.50412189191228,0.194,0.24,1,"13","Ddx21"
"Dynll1.6",0.00465504392636308,-0.531014715686417,0.468,0.571,1,"13","Dynll1"
"Ap2m1.2",0.00467131346151689,0.274075731236453,0.282,0.236,1,"13","Ap2m1"
"Tbcb.2",0.00495407975729359,0.794828773813008,0.178,0.14,1,"13","Tbcb"
"Cd83.12",0.00503812227815521,-4.67325674770186,0.151,0.197,1,"13","Cd83"
"Rab2a.9",0.00539276753846702,0.623423361853322,0.373,0.334,1,"13","Rab2a"
"Sdhb.2",0.00540006742511432,0.257634513348483,0.285,0.243,1,"13","Sdhb"
"Psmb8.7",0.00554958391587562,0.375321147267432,0.535,0.647,1,"13","Psmb8"
"Nipbl.2",0.00557169455099856,0.41971406609975,0.379,0.329,1,"13","Nipbl"
"Cdkn1b.6",0.00573264573916925,0.606777555181718,0.301,0.255,1,"13","Cdkn1b"
"Rnf10.1",0.00576126714671246,0.445636535727042,0.185,0.146,1,"13","Rnf10"
"Nolc1.3",0.00618053005485911,-0.65425452390184,0.118,0.158,1,"13","Nolc1"
"Pum2.2",0.00626701886243025,0.28477694361058,0.352,0.305,1,"13","Pum2"
"Aip.2",0.00637094427494267,0.439390995181684,0.22,0.178,1,"13","Aip"
"Mrps21.4",0.00645613194815812,0.931976087289858,0.394,0.353,1,"13","Mrps21"
"G3bp2.3",0.00648092332122106,0.545129462983685,0.308,0.266,1,"13","G3bp2"
"Cisd2.1",0.00660161061826652,0.385069475370873,0.246,0.203,1,"13","Cisd2"
"Paxbp1.1",0.00666963239409949,0.401470574248209,0.158,0.122,1,"13","Paxbp1"
"Snx3.5",0.00688878754344917,0.385291030266378,0.371,0.341,1,"13","Snx3"
"Kcnq1ot1.5",0.007099810711733,1.35024219679519,0.148,0.194,1,"13","Kcnq1ot1"
"Mrpl17.1",0.00716469227068035,0.324387325621707,0.167,0.131,1,"13","Mrpl17"
"Pcbp2.5",0.00736008352773277,0.647407617671344,0.468,0.436,1,"13","Pcbp2"
"Pdia3.8",0.00750909685438041,1.35461936795569,0.384,0.359,1,"13","Pdia3"
"Mrpl20.1",0.007604285346828,0.426758386612148,0.229,0.191,1,"13","Mrpl20"
"Ctsd.13",0.00772830748206136,-0.306314447038714,0.239,0.196,1,"13","Ctsd"
"Sqstm1.7",0.00787995873367791,-1.16223849128468,0.407,0.365,1,"13","Sqstm1"
"Pura.3",0.00797950161050758,-0.255186698486583,0.231,0.279,1,"13","Pura"
"Irf8.13",0.00863565140904246,-27.8258945106339,0.415,0.358,1,"13","Irf8"
"Top1.7",0.00878163211983704,-0.738139920168387,0.389,0.341,1,"13","Top1"
"Tnfaip8.6",0.00884111489882118,-0.391588288883981,0.266,0.221,1,"13","Tnfaip8"
"1810037I17Rik.8",0.00916559810509491,0.342773730511478,0.417,0.386,1,"13","1810037I17Rik"
"Hba-a2",0,22.2937562654389,0.996,0.015,0,"14","Hba-a2"
"Rsad2",0,8.22271471101315,0.424,0.012,0,"14","Rsad2"
"Alas2",0,5.20013602040288,0.689,0.003,0,"14","Alas2"
"Bpgm",0,2.73875584969033,0.477,0.027,0,"14","Bpgm"
"Ube2l6.1",0,1.91023694907606,0.417,0.028,0,"14","Ube2l6"
"Snca",0,1.79834752076239,0.403,0.001,0,"14","Snca"
"Rec114",0,0.315590341957987,0.121,0.001,0,"14","Rec114"
"Gypa",0,-3.01846428904102,0.108,0,0,"14","Gypa"
"Slc4a1",0,-15.7588995619914,0.239,0.001,0,"14","Slc4a1"
"Hbb-bt",0,-62.62346311624,0.892,0.011,0,"14","Hbb-bt"
"Hbb-bs.1",0,-123.245826954286,1,0.039,0,"14","Hbb-bs"
"Hba-a1",0,-168.959165734896,1,0.016,0,"14","Hba-a1"
"Prxl2a",1.75584109703715e-220,1.30336544778359,0.29,0.03,5.66873298178443e-216,"14","Prxl2a"
"Tent5c.2",1.59255162147815e-218,1.43871549233162,0.405,0.058,5.14155290994221e-214,"14","Tent5c"
"Gda.1",8.1781890335418e-199,-0.675256793548988,0.133,0.007,2.64032832947897e-194,"14","Gda"
"Mkrn1.10",6.01664245896663e-190,3.61953675444977,0.644,0.179,1.94247301787738e-185,"14","Mkrn1"
"Fech",1.08282662506413e-152,0.775792255247428,0.25,0.031,3.49590575901956e-148,"14","Fech"
"Cdr2",1.06204828760568e-127,0.299294020746577,0.131,0.011,3.42882289653494e-123,"14","Cdr2"
"Isg20.1",8.2027777312453e-111,0.926405967061164,0.282,0.051,2.64826679053254e-106,"14","Isg20"
"Ube2o",6.13864996619471e-74,1.31876206377993,0.222,0.045,1.98186314158596e-69,"14","Ube2o"
"Car2.1",2.00537508264115e-73,-19.4756913890493,0.153,0.023,6.47435345430694e-69,"14","Car2"
"Slc25a39.2",4.04230553119471e-64,1.25259651939416,0.318,0.094,1.30505834074621e-59,"14","Slc25a39"
"Slc25a37.5",3.78186094515075e-59,0.937467207772179,0.314,0.096,1.22097380614192e-54,"14","Slc25a37"
"Epb41.2",1.42937706413776e-56,1.3132316232361,0.413,0.158,4.61474385156876e-52,"14","Epb41"
"Isca1",1.74848326414689e-47,0.566257433016639,0.242,0.071,5.64497821829822e-43,"14","Isca1"
"March2.1",1.47075976797293e-46,0.74569593433337,0.331,0.119,4.7483479109006e-42,"14","March2"
"Gpx1.14",1.92966782030618e-46,-81.1527490554375,0.837,0.652,6.22993255785851e-42,"14","Gpx1"
"Tfdp2",2.55719292464869e-45,0.689879395415871,0.157,0.035,8.2558973572283e-41,"14","Tfdp2"
"Cd24a.14",1.90803187671242e-37,-29.7002410335948,0.576,0.317,6.16008091396604e-33,"14","Cd24a"
"Rnf10.2",5.29928210468886e-35,0.742341292331934,0.339,0.144,1.7108732274988e-30,"14","Rnf10"
"Bnip3l.6",7.77181744959704e-30,0.974698888898173,0.472,0.256,2.5091312636024e-25,"14","Bnip3l"
"Pabpc1.13",1.34233662293239e-29,6.40120080732871,0.873,0.751,4.33373378713722e-25,"14","Pabpc1"
"Sec61g.12",2.10054164225206e-27,0.437511321518494,0.739,0.53,6.78159869201077e-23,"14","Sec61g"
"Gabarapl2.10",4.03539640126796e-25,0.339471991395814,0.544,0.339,1.30282772814936e-20,"14","Gabarapl2"
"Oaz1.10",7.7957606715816e-24,-4.49700935183794,0.928,0.873,2.51686133282012e-19,"14","Oaz1"
"Creg1.5",1.75871183571674e-23,-2.06694018129886,0.206,0.079,5.6780011616115e-19,"14","Creg1"
"Rnf11",3.51391058289843e-23,0.259925763891399,0.144,0.047,1.13446603168876e-18,"14","Rnf11"
"Prdx2.10",1.19160647719291e-22,-48.0659254281599,0.405,0.223,3.8471015116173e-18,"14","Prdx2"
"Ubb.11",7.41137266382857e-20,-22.7762162275253,0.964,0.914,2.39276166451705e-15,"14","Ubb"
"Glrx5.9",1.37905758966937e-18,-4.91699143865042,0.322,0.174,4.45228742824755e-14,"14","Glrx5"
"Slc48a1.1",1.97296183822851e-17,0.279488665538341,0.125,0.044,6.36970729472076e-13,"14","Slc48a1"
"Isg15.8",2.70855141713866e-17,-23.9558678011289,0.197,0.087,8.74455825023215e-13,"14","Isg15"
"Blvrb.13",1.92802598042459e-16,-17.2504145942221,0.322,0.177,6.22463187780078e-12,"14","Blvrb"
"Adipor1.3",7.69590899920895e-16,0.60205046182818,0.322,0.185,2.48462422039461e-11,"14","Adipor1"
"Ucp2.13",8.05618383034629e-15,-9.4206594333062,0.803,0.659,2.6009389496273e-10,"14","Ucp2"
"Ftl1.10",2.26483889073631e-13,-195.348863124141,0.913,0.842,7.31203235874219e-09,"14","Ftl1"
"Ppp1cb.1",2.66250187306429e-13,0.459448013274522,0.305,0.18,8.59588729718806e-09,"14","Ppp1cb"
"Map1lc3b.6",1.47179661731494e-12,0.449162286212935,0.483,0.332,4.75169537900128e-08,"14","Map1lc3b"
"Dcaf12",7.2256066037143e-12,0.290225141048777,0.199,0.103,2.33278709200916e-07,"14","Dcaf12"
"mt-Co1.12",3.6453656275866e-11,-284.827663839239,1,0.994,1.17690629286633e-06,"14","mt-Co1"
"1810058I24Rik.3",7.61162497867609e-11,0.435225843755009,0.396,0.276,2.45741312436558e-06,"14","1810058I24Rik"
"Serinc3.11",2.13289649348549e-09,0.470768088518033,0.678,0.552,6.88605632921792e-05,"14","Serinc3"
"Ctsb.11",4.76568537089438e-08,-57.1056588618655,0.284,0.184,0.00153860152199325,"14","Ctsb"
"Gclm",7.01805260752539e-08,0.319215816620926,0.193,0.115,0.00226577828433957,"14","Gclm"
"Cat.1",7.50957785474054e-08,0.252378212031795,0.218,0.135,0.00242446721040298,"14","Cat"
"Psme3.1",8.73244229673778e-08,0.287428311930329,0.22,0.136,0.00281926899550179,"14","Psme3"
"Sh3glb1.5",1.83071510433194e-07,0.355870549792233,0.432,0.333,0.00591046371433567,"14","Sh3glb1"
"Yipf4.1",2.53479361708409e-07,0.268623648132597,0.212,0.132,0.00818358119275599,"14","Yipf4"
"Eif5.5",4.22494332949065e-07,0.566777401050272,0.566,0.459,0.0136402295392606,"14","Eif5"
"Ybx3.9",6.98941851469959e-07,-8.53500470537524,0.161,0.094,0.0225653376747076,"14","Ybx3"
"Ralgps2.12",8.14849930314424e-07,-1.24652466007774,0.606,0.486,0.0263074300002012,"14","Ralgps2"
"Cr2.13",2.17597848955048e-06,-3.50082678419371,0.383,0.288,0.0702514655351373,"14","Cr2"
"mt-Cytb.11",2.48411164473287e-06,-64.0953290562577,0.998,0.989,0.0801995444502007,"14","mt-Cytb"
"Ghitm.3",3.74914825317762e-06,0.273971536337476,0.29,0.208,0.121041251353839,"14","Ghitm"
"Atpif1.9",6.73225730642461e-06,-27.8746044501148,0.326,0.241,0.217350927137919,"14","Atpif1"
"mt-Atp6.12",7.04169538039598e-06,-118.907978393929,0.996,0.991,0.227341135356084,"14","mt-Atp6"
"Cd79a.14",1.0477066780424e-05,-2.85697970228182,0.708,0.625,0.33825210100599,"14","Cd79a"
"Ms4a1.14",1.14197552596871e-05,3.42260882914798,0.648,0.544,0.368686798558999,"14","Ms4a1"
"Gdpd3.10",1.67690008496796e-05,-1.49224177971803,0.335,0.243,0.541387192431905,"14","Gdpd3"
"Fth1.14",1.83078380944382e-05,-196.814039890225,0.975,0.964,0.591068552878937,"14","Fth1"
"Ebf1.14",2.00868218443447e-05,-8.12927969633698,0.644,0.56,0.64850304324467,"14","Ebf1"
"mt-Co2.12",2.01787118496039e-05,-153.359283177455,0.998,0.992,0.651469712064461,"14","mt-Co2"
"mt-Co3.12",2.21608294698e-05,-101.604926299897,0.996,0.993,0.715462379432492,"14","mt-Co3"
"Ly6d.14",2.23468813121462e-05,5.68265226882659,0.672,0.599,0.72146906316264,"14","Ly6d"
"Siglecg.12",2.37836434990476e-05,7.74212391116192,0.428,0.345,0.767854930366752,"14","Siglecg"
"Tnfrsf13c.10",3.55133954835704e-05,-0.33316909866421,0.347,0.259,1,"14","Tnfrsf13c"
"Nsa2.10",3.94503724033013e-05,-0.284728894549265,0.71,0.617,1,"14","Nsa2"
"Cd37.14",4.238231868306e-05,-5.76563575504271,0.767,0.71,1,"14","Cd37"
"Nkg7.14",4.40860377468096e-05,-71.1629010538503,0.078,0.142,1,"14","Nkg7"
"Iglc3.14",5.49795991879684e-05,-13.8707741195254,0.642,0.557,1,"14","Iglc3"
"Rps19.12",6.35442573848424e-05,-36.6846371084064,0.996,0.99,1,"14","Rps19"
"Cd79b.14",6.74434034773873e-05,-4.7177278194935,0.697,0.618,1,"14","Cd79b"
"Rasgef1b.1",6.98001604194949e-05,0.266507646100706,0.123,0.075,1,"14","Rasgef1b"
"Rpl11.13",7.47903988626591e-05,11.6218861584563,0.992,0.986,1,"14","Rpl11"
"Ly6a.13",8.5402023625221e-05,-21.2530702426568,0.485,0.404,1,"14","Ly6a"
"Rps26.14",0.000111889850983966,-28.5164907169534,0.992,0.988,1,"14","Rps26"
"Rpl35a.14",0.000119439592023564,-17.8238092219035,1,0.993,1,"14","Rpl35a"
"Rps20.12",0.000131357137295207,-38.1268083192886,0.998,0.992,1,"14","Rps20"
"Rplp1.14",0.000145179149187273,-49.1628629094998,1,0.991,1,"14","Rplp1"
"Vpreb3.14",0.000169868290198288,0.36243146617192,0.379,0.3,1,"14","Vpreb3"
"Ighm.12",0.000177833492036015,-Inf,0.841,0.774,1,"14","Ighm"
"Cd19.14",0.000244701929750034,-13.0303801805505,0.525,0.461,1,"14","Cd19"
"Coro1a.12",0.000245508596049126,-12.6714284112288,0.945,0.924,1,"14","Coro1a"
"Rack1.13",0.000250417478756181,-6.94554046119231,0.947,0.921,1,"14","Rack1"
"Blk.14",0.000256185488041102,-2.87620727802046,0.451,0.376,1,"14","Blk"
"Lars2.7",0.000269473850464719,-Inf,0.958,0.926,1,"14","Lars2"
"Psd4.5",0.000276716091251138,0.306757462320189,0.254,0.191,1,"14","Psd4"
"Rps25.12",0.000298056415813764,-2.91074197735085,0.905,0.857,1,"14","Rps25"
"A930005H10Rik.8",0.000310261409382323,0.66909394003539,0.197,0.14,1,"14","A930005H10Rik"
"Pgls.11",0.000314859527520198,-0.318792142056437,0.439,0.372,1,"14","Pgls"
"Rpl27a.12",0.000319829484450537,-22.2426881087343,0.996,0.991,1,"14","Rpl27a"
"Rps27a.13",0.000341958988611727,-21.815705190118,0.996,0.992,1,"14","Rps27a"
"Rpl19.13",0.000354379646658829,-16.4866511557159,0.998,0.991,1,"14","Rpl19"
"Rps9.11",0.000384391936550805,-23.8320400736403,0.994,0.992,1,"14","Rps9"
"Malt1.11",0.000487427922251699,-1.49683670848165,0.434,0.356,1,"14","Malt1"
"Iglc2.14",0.000524868677946659,-144.884820091834,0.653,0.58,1,"14","Iglc2"
"Rps5.13",0.000552277681126364,-37.9089910074426,1,0.989,1,"14","Rps5"
"Tspan13.7",0.000559857594801012,-3.6586017771194,0.388,0.308,1,"14","Tspan13"
"Rps24.13",0.00056166476400011,-52.5542505365415,1,0.995,1,"14","Rps24"
"Mef2c.13",0.000614342843242247,-14.3813957560432,0.523,0.442,1,"14","Mef2c"
"Riok3.2",0.000638928368611375,0.269247107320421,0.214,0.16,1,"14","Riok3"
"Rpl7.14",0.000666799901070143,-14.942962313287,0.966,0.956,1,"14","Rpl7"
"Pura.4",0.000744368552868429,0.470801445247718,0.352,0.277,1,"14","Pura"
"Rplp0.13",0.000847463131090908,-29.8890463112569,0.981,0.97,1,"14","Rplp0"
"Atp5j2.12",0.000874236811883357,-0.549016439194515,0.678,0.61,1,"14","Atp5j2"
"mt-Nd2.12",0.00088676412546877,-22.2544584775156,0.97,0.954,1,"14","mt-Nd2"
"Fam129c.11",0.000969224727044151,6.01719028301239,0.157,0.11,1,"14","Fam129c"
"Rpl37a.14",0.000999260984085373,-25.1467897647267,0.998,0.993,1,"14","Rpl37a"
"Rps8.13",0.00105010341751388,-18.1657361671665,1,0.994,1,"14","Rps8"
"Rpl23.13",0.00106473074938613,-20.5527434663794,1,0.993,1,"14","Rpl23"
"Rpl36a.14",0.0010704264056875,-4.98695214449901,0.979,0.948,1,"14","Rpl36a"
