"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Serf2",3.49957449401854e-251,-6.71235428182814,0.899,0.917,1.12983762539388e-246,"0","Serf2"
"Cops9",4.20124680238292e-250,-0.730325677041944,0.226,0.375,1.35637253014932e-245,"0","Cops9"
"Cox6c",6.97100469139752e-250,-5.48570865271375,0.581,0.694,2.25058886461769e-245,"0","Cox6c"
"Zfp36",3.07829622337766e-249,-24.103182507597,0.735,0.571,9.93827935717478e-245,"0","Zfp36"
"Epsti1",1.32203849944464e-248,-22.6493065346325,0.138,0.272,4.268201295457e-244,"0","Epsti1"
"Rps20",2.95971270589066e-246,-37.8986989317944,0.999,0.989,9.55543247096798e-242,"0","Rps20"
"Atp5g3",6.77202863643694e-246,-6.81816838603021,0.534,0.653,2.18634944527367e-241,"0","Atp5g3"
"A930005H10Rik",1.49607675698136e-245,-0.564594300837638,0.063,0.178,4.83008380991432e-241,"0","A930005H10Rik"
"Oaz1",1.1420947998854e-244,-7.03527866769117,0.85,0.884,3.68725306143001e-240,"0","Oaz1"
"Tspo",3.15479802981609e-243,-7.72629338536113,0.328,0.47,1.01852654392613e-238,"0","Tspo"
"Ctsb",6.30980116512748e-243,-58.3624037171409,0.101,0.226,2.03711930616141e-238,"0","Ctsb"
"Tes",4.41249991195266e-241,-0.59660409826687,0.109,0.237,1.42457559657392e-236,"0","Tes"
"Spib",1.70624872340823e-240,-1.80559644502155,0.405,0.237,5.50862400352346e-236,"0","Spib"
"Itgb1",3.64770406451914e-240,-19.1345360774161,0.036,0.135,1.17766125723001e-235,"0","Itgb1"
"H2-D1",1.87590689620991e-239,-27.4946585936541,0.958,0.948,6.0563654144137e-235,"0","H2-D1"
"Cnn2",3.42079675974912e-236,-6.17116181299996,0.443,0.575,1.104404233885e-231,"0","Cnn2"
"Cyb5a",3.08218756736958e-235,-0.623702308916735,0.129,0.26,9.95084256125267e-231,"0","Cyb5a"
"Atp5mpl",2.41498560651811e-234,-1.80524947579479,0.463,0.59,7.79678103064371e-230,"0","Atp5mpl"
"Gltp",1.34349548305248e-230,-0.572598132988523,0.111,0.236,4.33747516703493e-226,"0","Gltp"
"Arrb2",1.80391777642098e-228,-0.491334180809708,0.072,0.185,5.82394854117514e-224,"0","Arrb2"
"Satb1",1.58243799962429e-227,-4.6203207368064,0.301,0.432,5.10890108178703e-223,"0","Satb1"
"Rpl31",1.65411178244877e-227,-17.4681579797055,0.743,0.803,5.34029988963584e-223,"0","Rpl31"
"Sidt1",6.68989339430276e-226,-0.528870047528859,0.029,0.12,2.15983208235065e-221,"0","Sidt1"
"Pdk1",1.27649585427241e-225,-0.458783793370004,0.066,0.175,4.12116686551847e-221,"0","Pdk1"
"Cxcr5",2.05129053371388e-225,0.316804931850995,0.23,0.114,6.62259148809525e-221,"0","Cxcr5"
"Fth1",2.116984644583e-225,-150.428905515046,0.985,0.954,6.83468492503622e-221,"0","Fth1"
"Hsd11b1",3.88258375542224e-225,-0.363693419983455,0.024,0.112,1.25349216543807e-220,"0","Hsd11b1"
"Kif1b",3.03743638467147e-224,-0.374853249928602,0.026,0.115,9.80636336791185e-220,"0","Kif1b"
"Ffar1",4.93265736802618e-224,0.271464398817197,0.139,0.053,1.59250843126725e-219,"0","Ffar1"
"Rps19",1.42909363223412e-223,-44.9744435535419,0.998,0.986,4.61382879166787e-219,"0","Rps19"
"Ccnd3",1.58720870583483e-222,-1.02945698310455,0.182,0.316,5.12430330678776e-218,"0","Ccnd3"
"Cmc1",4.13224737360077e-222,-0.330034908147958,0.038,0.134,1.33409606456701e-217,"0","Cmc1"
"Eef1d",1.37608206845666e-221,-3.2098950121371,0.492,0.611,4.44268095801234e-217,"0","Eef1d"
"Nsa2",2.70924798440091e-220,-2.43500236812149,0.544,0.653,8.74680711763834e-216,"0","Nsa2"
"Mrpl52",6.7257720951071e-220,-3.20970348263633,0.38,0.517,2.17141552090533e-215,"0","Mrpl52"
"Myl12b",1.97351329063724e-219,-3.57025134372573,0.655,0.746,6.37148765882234e-215,"0","Myl12b"
"Mbnl1",2.4127884278234e-219,-4.83917051348184,0.517,0.632,7.78968743922786e-215,"0","Mbnl1"
"Tsc22d3",9.6550989084068e-219,-1.38248313148089,0.478,0.332,3.11714868257914e-214,"0","Tsc22d3"
"Npm3",5.98360669335396e-218,-0.852504545856788,0.163,0.293,1.93180742094933e-213,"0","Npm3"
"Tpst2",8.56661850939248e-218,-0.492888010458131,0.085,0.198,2.76573278575736e-213,"0","Tpst2"
"Ppdpf",1.92731562882153e-217,0.459941503266853,0.539,0.387,6.22233850765032e-213,"0","Ppdpf"
"Zyx",3.07163541999377e-217,-6.60913883932534,0.078,0.187,9.91677495344988e-213,"0","Zyx"
"Prex1",3.10736753870746e-217,-0.638561508460925,0.102,0.22,1.0032136098717e-212,"0","Prex1"
"Btf3",5.66594372258239e-217,-7.34894255478908,0.728,0.792,1.82924993083573e-212,"0","Btf3"
"Pik3cd",8.04732265295666e-217,-1.28300680611529,0.275,0.41,2.59807811850706e-212,"0","Pik3cd"
"B3gnt8",5.55462003000568e-216,0.264499510975681,0.175,0.077,1.79330907668733e-211,"0","B3gnt8"
"Arhgap9",1.03800388510788e-215,-0.607612381297911,0.147,0.274,3.35119554307079e-211,"0","Arhgap9"
"Atp5md",2.47431060124513e-215,-1.5751599097835,0.395,0.527,7.98831177611991e-211,"0","Atp5md"
"Pik3r5",5.95846822781971e-215,-0.322973738505448,0.028,0.116,1.92369146735159e-210,"0","Pik3r5"
"Frmd8",7.45885655896668e-215,-0.345082563702746,0.047,0.145,2.40809184006239e-210,"0","Frmd8"
"Atp11b",3.42051643910524e-214,-0.711092941161259,0.158,0.287,1.10431373236513e-209,"0","Atp11b"
"H2afj",8.61908473465739e-214,-1.1355516103588,0.475,0.593,2.78267150658414e-209,"0","H2afj"
"Ndufv3",1.71303455043914e-213,-1.1369397901803,0.257,0.394,5.53053204609277e-209,"0","Ndufv3"
"Eif4a1",2.47167490399964e-213,-4.86163105076144,0.339,0.473,7.97980242756283e-209,"0","Eif4a1"
"Rps6ka1",4.1609895089082e-212,-0.464252694833096,0.072,0.18,1.34337546295101e-207,"0","Rps6ka1"
"Hspa8",9.67361580219145e-212,-46.5302423821176,0.846,0.881,3.12312686173751e-207,"0","Hspa8"
"Smap2",1.18506529066564e-211,0.319933418271006,0.477,0.333,3.82598329091402e-207,"0","Smap2"
"Dnajc3",4.48326058046802e-211,-0.793805030506478,0.184,0.316,1.4474206784041e-206,"0","Dnajc3"
"Atp1b1",1.42226709954731e-210,-9.5153561114635,0.029,0.116,4.5917893308885e-206,"0","Atp1b1"
"Cox7a2l",6.4156720704062e-210,-1.27507580534444,0.4,0.527,2.07129972793064e-205,"0","Cox7a2l"
"Gramd1a",3.04388622229563e-209,-0.866166578600584,0.185,0.314,9.82718666868144e-205,"0","Gramd1a"
"Ndufa13",1.31536496541495e-208,-1.53768954787073,0.495,0.611,4.24665579084217e-204,"0","Ndufa13"
"Itga6",2.60830441013979e-208,-1.05318955808847,0.032,0.12,8.42091078813632e-204,"0","Itga6"
"Sh3bp5",2.78160652759289e-208,0.349398551631106,0.384,0.246,8.98041667433363e-204,"0","Sh3bp5"
"Cybb",4.87897850364071e-208,-27.9551428310237,0.363,0.213,1.5751782099004e-203,"0","Cybb"
"Tomm7",1.58339292781296e-207,-1.59948236866823,0.489,0.602,5.11198406744415e-203,"0","Tomm7"
"Gas5",2.94082350991787e-207,-2.70552262007222,0.594,0.689,9.49444870176985e-203,"0","Gas5"
"Laptm5",7.66621203991278e-206,-8.70748877992186,0.661,0.737,2.47503655708584e-201,"0","Laptm5"
"Gbp7",2.37445002110919e-205,-0.297340154265992,0.031,0.118,7.66591189315102e-201,"0","Gbp7"
"Ier5",4.01454096312231e-205,-0.310139389096409,0.588,0.44,1.29609454994404e-200,"0","Ier5"
"Fcgr2b",1.60107343120627e-204,-0.463319854073427,0.235,0.122,5.16906557264943e-200,"0","Fcgr2b"
"Txn1",2.42929391232806e-204,-8.51465732934972,0.177,0.303,7.84297539595114e-200,"0","Txn1"
"Pgap1",2.43979183694012e-204,0.275114462898631,0.143,0.059,7.87686794556117e-200,"0","Pgap1"
"Atp1a1",2.91126050295878e-204,-0.757870180890515,0.106,0.22,9.39900453380244e-200,"0","Atp1a1"
"Atox1",2.02141998075312e-203,-22.4057963703324,0.265,0.396,6.52615440786143e-199,"0","Atox1"
"Ptprc",3.13719338632762e-203,-10.6424171713275,0.757,0.813,1.01284288477587e-198,"0","Ptprc"
"mt-Cytb",7.8922550866776e-201,35.6773728266709,0.998,0.985,2.54801455473386e-196,"0","mt-Cytb"
"Snrpf",4.13774758284768e-198,-3.26235555885873,0.389,0.514,1.33587180712237e-193,"0","Snrpf"
"mt-Nd4l",9.78871322158653e-198,-8.17256087022953,0.965,0.951,3.16028606358921e-193,"0","mt-Nd4l"
"Nrm",5.9778920523064e-195,0.339615690854987,0.249,0.137,1.92996244908712e-190,"0","Nrm"
"Uqcr10",1.17559126802137e-194,-2.58410940478857,0.344,0.473,3.79539640880701e-190,"0","Uqcr10"
"Cox7b",2.84720998361607e-194,-1.69726642151534,0.343,0.473,9.19221743210448e-190,"0","Cox7b"
"Bola2",3.02468672385875e-194,-1.33481358110716,0.257,0.387,9.76520108797798e-190,"0","Bola2"
"Abhd8",1.88241276347988e-193,-0.256750175851603,0.026,0.106,6.0773696068948e-189,"0","Abhd8"
"Plekho1",1.55441996718277e-191,0.264286542692361,0.29,0.169,5.01844486404958e-187,"0","Plekho1"
"Brwd1",2.4042453766776e-191,0.40248797285807,0.327,0.202,7.76210619860365e-187,"0","Brwd1"
"Rel",3.73857978152924e-191,-4.94723346818056,0.385,0.25,1.20700048246671e-186,"0","Rel"
"Eif3e",5.60095456112522e-191,-1.07040936835369,0.355,0.482,1.80826818005928e-186,"0","Eif3e"
"Zfp36l1",1.05705968479699e-190,-8.38408657217109,0.671,0.528,3.41271719236709e-186,"0","Zfp36l1"
"Selenow",1.57482510916909e-189,-6.23692930756741,0.566,0.671,5.0843228649524e-185,"0","Selenow"
"Snx30",1.75707939390924e-189,0.352968988410021,0.224,0.119,5.67273082323597e-185,"0","Snx30"
"Snrpd3",5.36145778747523e-189,-0.910507091625622,0.263,0.391,1.73094664668638e-184,"0","Snrpd3"
"Clip1",1.08463762217062e-188,-0.302387107276059,0.043,0.131,3.50175256317784e-184,"0","Clip1"
"Haao",3.79631982800033e-188,0.287474162027521,0.184,0.09,1.22564185646991e-183,"0","Haao"
"Ppp2r5a",4.86197172711657e-188,-0.843636129727752,0.24,0.366,1.56968757209959e-183,"0","Ppp2r5a"
"Sit1",6.83553226748407e-188,-0.302899388419865,0.025,0.102,2.20685159255723e-183,"0","Sit1"
"Rps12",2.25385972087919e-187,-30.6945520691161,0.989,0.978,7.27658610885847e-183,"0","Rps12"
"Sh2d2a",2.54215780764851e-187,-0.36119929152974,0.042,0.129,8.20735648199322e-183,"0","Sh2d2a"
"Klf2",3.79784976076604e-187,-8.39922689129993,0.847,0.711,1.22613579526332e-182,"0","Klf2"
"Sem1",1.32917741279152e-186,-11.2012482382787,0.586,0.681,4.29124927719743e-182,"0","Sem1"
"Cbx4",4.21669819459135e-185,-1.83429403419802,0.28,0.408,1.36136101212382e-180,"0","Cbx4"
"Mif4gd",7.75980311477152e-185,0.380309976959188,0.328,0.204,2.50525243560399e-180,"0","Mif4gd"
"Pdlim1",1.17128113015954e-184,-0.407212236898292,0.068,0.165,3.78148112872007e-180,"0","Pdlim1"
"Nlrc5",1.30796799749792e-184,-0.327239900536848,0.051,0.142,4.22277467992202e-180,"0","Nlrc5"
"Mbp",5.61007308607816e-184,-0.421874597709721,0.064,0.159,1.81121209584033e-179,"0","Mbp"
"Neurl3",7.82643637144147e-184,0.358728725535728,0.243,0.136,2.52676498251988e-179,"0","Neurl3"
"Grap2",1.31701693444971e-183,-0.911190351077618,0.169,0.287,4.25198917287088e-179,"0","Grap2"
"Stk38",1.30247491205934e-182,-0.847037286880945,0.211,0.334,4.20504025358357e-178,"0","Stk38"
"Mtss1",5.15541000310192e-182,0.360735733329967,0.33,0.205,1.66442411950146e-177,"0","Mtss1"
"Myh9",1.21282790349957e-181,-10.6891167656763,0.675,0.744,3.91561488644835e-177,"0","Myh9"
"Spata13",1.32490154681813e-181,-0.312774013171185,0.041,0.126,4.27744464390234e-177,"0","Spata13"
"Sbk1",1.60275858508588e-180,0.257917161179539,0.23,0.125,5.17450609194975e-176,"0","Sbk1"
"Plaat3",5.66890519998602e-179,-0.415470690483795,0.081,0.18,1.83020604381549e-174,"0","Plaat3"
"Tmem243",4.85556935591535e-178,0.266117401428136,0.389,0.26,1.56762056655727e-173,"0","Tmem243"
"Pde3b",6.61927972459194e-178,-0.442982934328136,0.054,0.143,2.13703445908451e-173,"0","Pde3b"
"Itgb7",4.18175638303449e-177,-2.32314357458883,0.235,0.351,1.35008004826268e-172,"0","Itgb7"
"Ehd3",1.15632988253756e-176,-0.27590439568964,0.026,0.101,3.7332110257725e-172,"0","Ehd3"
"Pim1",3.61582548261054e-176,-4.15373490675319,0.141,0.252,1.16736925706081e-171,"0","Pim1"
"Nfkbid",4.6592987344793e-176,-36.4509033076762,0.31,0.19,1.50425459642664e-171,"0","Nfkbid"
"Rflnb",5.59264586715693e-175,-1.81657091388645,0.134,0.241,1.80558571821161e-170,"0","Rflnb"
"Tmem9b",2.0528790725076e-174,-0.306007292196536,0.066,0.16,6.62772008559079e-170,"0","Tmem9b"
"Cox5a",4.8348977789195e-174,-1.53493830452174,0.352,0.473,1.56094674792416e-169,"0","Cox5a"
"Esyt2",6.03395313005745e-174,-0.418675272802646,0.084,0.182,1.94806176803905e-169,"0","Esyt2"
"Sypl",1.21540804261621e-171,0.262774589143548,0.217,0.118,3.92394486558643e-167,"0","Sypl"
"Cd40",7.10048256118693e-171,-3.29499020959237,0.206,0.109,2.2923907948792e-166,"0","Cd40"
"Tomm20",1.28678846024072e-170,-0.786717519218726,0.233,0.353,4.15439654388717e-166,"0","Tomm20"
"Serbp1",3.21404000055641e-170,-4.18412635267561,0.485,0.59,1.03765281417964e-165,"0","Serbp1"
"Ppp3ca",3.30207516310701e-170,0.42915473168121,0.408,0.28,1.0660749664091e-165,"0","Ppp3ca"
"Plcxd2",8.78201170184603e-170,-0.436075816861257,0.039,0.118,2.83527247794099e-165,"0","Plcxd2"
"Atp5e",1.60400164451816e-169,-3.08224428889218,0.87,0.886,5.1785193093269e-165,"0","Atp5e"
"Atp5l",4.46432285345581e-169,-3.36121152086999,0.635,0.721,1.44130663323821e-164,"0","Atp5l"
"Rasgrp1",5.60596538823261e-169,-1.03343552474669,0.176,0.291,1.8098859255909e-164,"0","Rasgrp1"
"Blvrb",1.81907690366643e-168,-18.7816360055119,0.25,0.145,5.87288978348706e-164,"0","Blvrb"
"Atp5g2",3.04606002148e-168,-4.07091883083903,0.683,0.75,9.83420477934818e-164,"0","Atp5g2"
"Sell",5.04118431772823e-167,0.762428825511155,0.592,0.451,1.62754635697856e-162,"0","Sell"
"Atp5j",1.00398758812284e-166,-1.29450255202422,0.461,0.57,3.24137392825459e-162,"0","Atp5j"
"Cited2",1.34875703927811e-166,-1.24547568574502,0.089,0.187,4.35446210130938e-162,"0","Cited2"
"Pced1b",3.44017382221276e-166,-0.29204615537119,0.053,0.138,1.11066011850139e-161,"0","Pced1b"
"Eif3k",6.70105180838869e-166,-1.42526914690105,0.508,0.611,2.16343457633829e-161,"0","Eif3k"
"Il27ra",1.17639912086883e-165,-0.597965137568101,0.134,0.241,3.79800456172501e-161,"0","Il27ra"
"Tec",1.74564940292766e-165,0.296119858179952,0.211,0.115,5.63582909735196e-161,"0","Tec"
"Gstp1",2.79697399530679e-165,-0.873065704688525,0.287,0.405,9.03003054384797e-161,"0","Gstp1"
"Atp6v1d",3.52028803945515e-165,-0.531460506009557,0.117,0.221,1.13652499353809e-160,"0","Atp6v1d"
"Bach2",4.14301357729925e-164,0.551677616570082,0.373,0.25,1.33757193343106e-159,"0","Bach2"
"Atp5g1",8.91440213180337e-164,-2.78859870809492,0.359,0.475,2.87801472825272e-159,"0","Atp5g1"
"Svil",2.35848720760964e-163,-0.31438430731693,0.035,0.111,7.61437594976774e-159,"0","Svil"
"Fosb",2.80200714619108e-163,-39.3362027397753,0.502,0.367,9.0462800714779e-159,"0","Fosb"
"Ncf2",3.25310891594742e-163,-0.601641693520374,0.249,0.142,1.05026621351362e-158,"0","Ncf2"
"Ubb",6.8914541943113e-163,-23.1503732211138,0.91,0.917,2.2249059866334e-158,"0","Ubb"
"Ucp2",1.14597930967739e-162,-9.13795725909276,0.601,0.689,3.69979420129346e-158,"0","Ucp2"
"Gm26917",1.74297774577176e-162,-93.7213216673221,0.521,0.615,5.62720365222413e-158,"0","Gm26917"
"Tnfrsf18",4.17621317067886e-162,-1.51735977830218,0.05,0.133,1.34829042215367e-157,"0","Tnfrsf18"
"Myo1e",6.13843681950104e-162,-7.28206601332962,0.225,0.125,1.98179432717591e-157,"0","Myo1e"
"Mrpl58",7.32489485194241e-162,-0.343981944390643,0.086,0.181,2.36484230294961e-157,"0","Mrpl58"
"Nedd4",8.24088680821419e-162,-0.782099706001544,0.033,0.108,2.66057030603195e-157,"0","Nedd4"
"Trim34a",8.41772049158618e-162,0.356586420948375,0.213,0.118,2.7176610607086e-157,"0","Trim34a"
"Gimap6",1.36096284949686e-161,0.46582588914285,0.722,0.597,4.39386855960063e-157,"0","Gimap6"
"Gapdh",2.99588802806816e-161,-2.5026720564056,0.382,0.497,9.67222449861805e-157,"0","Gapdh"
"Jund",3.4272905761871e-160,-10.8641602708017,0.931,0.848,1.106500762522e-155,"0","Jund"
"Cox7c",9.82786691571844e-160,-2.6476667883378,0.577,0.667,3.1729268337397e-155,"0","Cox7c"
"Ncor1",9.65170494530109e-159,-0.885534492794145,0.373,0.49,3.11605294159046e-154,"0","Ncor1"
"mt-Nd4",4.91074537456397e-158,15.4810209259869,0.906,0.911,1.58543414417798e-153,"0","mt-Nd4"
"Slc25a5",5.31492449404564e-158,-3.12113440209615,0.361,0.473,1.71592337290263e-153,"0","Slc25a5"
"Cd24a",1.54371288208916e-157,-35.048071894411,0.421,0.271,4.98387703982485e-153,"0","Cd24a"
"Atp5c1",2.74845653910205e-157,-1.01644234482955,0.349,0.464,8.87339193649096e-153,"0","Atp5c1"
"Aak1",5.31777221823826e-157,-0.346669716697727,0.075,0.165,1.71684276065822e-152,"0","Aak1"
"Smpdl3a",6.9213826454536e-157,-0.762790294666637,0.04,0.116,2.23456838708469e-152,"0","Smpdl3a"
"Mylip",8.07211325247563e-157,0.342837018136357,0.291,0.183,2.60608176356176e-152,"0","Mylip"
"Ikzf1",1.18675018675101e-156,-1.12561950132182,0.303,0.42,3.83142297792565e-152,"0","Ikzf1"
"Apbb1ip",1.60701394710383e-156,-2.22113322729914,0.282,0.398,5.1882445282247e-152,"0","Apbb1ip"
"Srrm2",3.86643933191944e-156,-2.57269735412615,0.646,0.724,1.24827993831019e-151,"0","Srrm2"
"Srp9",1.91835565097777e-155,-0.691217178954501,0.352,0.468,6.19341121918174e-151,"0","Srp9"
"Eif1",2.22128919282237e-155,-5.52823018996741,0.948,0.948,7.17143215902703e-151,"0","Eif1"
"Cd72",8.38284674325243e-155,-5.67436177890025,0.371,0.245,2.70640207105905e-150,"0","Cd72"
"Ssbp3",1.30069049677169e-153,-0.258698696147672,0.047,0.126,4.1992792688274e-149,"0","Ssbp3"
"Ifi30",4.55602350735719e-152,-24.8190780648614,0.479,0.32,1.47091218935027e-147,"0","Ifi30"
"Ftl1",4.65385789106732e-152,-198.868975794533,0.82,0.854,1.50249802013109e-147,"0","Ftl1"
"Cxcr4",6.70828058416264e-152,0.27582056520351,0.157,0.078,2.16576838659691e-147,"0","Cxcr4"
"Aprt",9.5261562837654e-152,-1.25123273272801,0.168,0.276,3.07551955621366e-147,"0","Aprt"
"Rexo2",1.22650685494803e-151,-0.694447947029879,0.145,0.248,3.95977738119971e-147,"0","Rexo2"
"Sfn",1.23934295658536e-151,0.321724269859568,0.153,0.075,4.00121873533583e-147,"0","Sfn"
"Cst3",9.42197492917663e-151,-330.729237076474,0.502,0.363,3.04188460588468e-146,"0","Cst3"
"Rps25",1.15277080239578e-150,-9.05646241986913,0.844,0.865,3.72172053553476e-146,"0","Rps25"
"Sec11a",3.21758228407556e-150,-0.446611022111731,0.186,0.295,1.03879644041379e-145,"0","Sec11a"
"Chmp4b",5.93940558101145e-150,-0.670833828943449,0.24,0.353,1.91753709182955e-145,"0","Chmp4b"
"Pkm",1.55445910790268e-149,-2.31827139439675,0.2,0.31,5.01857122986381e-145,"0","Pkm"
"Rassf5",2.3442494994798e-149,-0.474801040793168,0.168,0.275,7.56840950907054e-145,"0","Rassf5"
"Eif5a",1.92965099637825e-148,-15.2744431678295,0.432,0.532,6.22987824180719e-144,"0","Eif5a"
"Raly",2.08272894107478e-147,-0.685741015181567,0.265,0.377,6.72409038625993e-143,"0","Raly"
"Psma7",6.92929008652798e-147,-1.4178698374758,0.354,0.464,2.23712130443556e-142,"0","Psma7"
"mt-Atp8",1.97816487134793e-146,2.45148972262131,0.846,0.864,6.38650528714678e-142,"0","mt-Atp8"
"Skp1a",2.35498485519936e-146,-0.487642006850302,0.174,0.28,7.60306860501113e-142,"0","Skp1a"
"Ncf1",5.32703479061082e-146,-1.18025827829277,0.272,0.167,1.7198331821487e-141,"0","Ncf1"
"Efhd2",1.1650262846478e-145,-0.702529466788898,0.058,0.137,3.76128735998543e-141,"0","Efhd2"
"Rbm3",3.9913618107733e-145,-5.0063320927569,0.482,0.58,1.28861116060816e-140,"0","Rbm3"
"Rpl18a",6.45760932259564e-145,-41.1290204751405,0.999,0.99,2.0848391698e-140,"0","Rpl18a"
"Cerk",8.227636306761e-144,0.27744821945448,0.233,0.138,2.65629238163779e-139,"0","Cerk"
"Rnf166",9.92333224049078e-144,-0.299943888696394,0.061,0.141,3.20374781384245e-139,"0","Rnf166"
"Nop10",2.2173574767619e-143,-2.70909970596324,0.41,0.515,7.15873861372581e-139,"0","Nop10"
"Tbca",1.48263505704922e-142,-0.766895321423437,0.354,0.466,4.78668728168341e-138,"0","Tbca"
"Sun2",5.21081737518607e-142,-0.501327714509321,0.183,0.287,1.68231238957882e-137,"0","Sun2"
"Fam53b",1.2078008867738e-141,-0.286595844284522,0.075,0.159,3.89938516294922e-137,"0","Fam53b"
"Atp5a1",4.04642593209254e-141,-1.96032529412939,0.472,0.57,1.30638861217608e-136,"0","Atp5a1"
"Atp5b",4.16143337325948e-141,-2.88845990608925,0.475,0.575,1.34351876455682e-136,"0","Atp5b"
"Cotl1",2.0592505506196e-139,-1.41034950878531,0.362,0.471,6.64829040267539e-135,"0","Cotl1"
"Tln1",3.39518075626003e-139,-10.5564780292056,0.444,0.546,1.09613410715855e-134,"0","Tln1"
"Nme1",3.58407234779826e-139,-8.40044124204894,0.315,0.42,1.15711775748667e-134,"0","Nme1"
"Ndfip1",1.3680737915249e-138,-1.27405301039104,0.335,0.441,4.41682623593813e-134,"0","Ndfip1"
"Nsd3",1.1649347636588e-137,-0.680237715545253,0.241,0.348,3.76099188447245e-133,"0","Nsd3"
"AY036118",1.55495644296497e-137,165.52082455012,0.775,0.828,5.02017687611241e-133,"0","AY036118"
"Itpkb",3.10970301974736e-137,-1.54679684794611,0.184,0.286,1.00396761992544e-132,"0","Itpkb"
"Dmxl1",5.13718487695699e-137,0.339953172291077,0.309,0.205,1.65854013752556e-132,"0","Dmxl1"
"Bmp2k",1.16745631712816e-136,-2.3009194226381,0.245,0.149,3.76913271984826e-132,"0","Bmp2k"
"Tcf4",1.77742938321433e-136,-4.88132992719717,0.262,0.16,5.73843076370746e-132,"0","Tcf4"
"Cdipt",2.13906811921785e-136,-0.325829147738651,0.105,0.196,6.90598142289482e-132,"0","Cdipt"
"Tmem71",2.35910984557055e-136,-0.268320922323133,0.044,0.115,7.61638613642451e-132,"0","Tmem71"
"Spi1",3.99782436099504e-135,-4.76371518038515,0.253,0.153,1.29069759494725e-130,"0","Spi1"
"Snrpg",1.03439949882982e-134,-4.6070713063351,0.787,0.822,3.33955878197208e-130,"0","Snrpg"
"Cct6a",3.07949977610545e-134,-2.07584150766898,0.166,0.265,9.94216502715646e-130,"0","Cct6a"
"Ccdc85b",9.20205985163695e-134,-0.276451502382092,0.091,0.177,2.97088502310099e-129,"0","Ccdc85b"
"Ablim1",9.73095558191905e-134,-1.58758213123992,0.449,0.543,3.14163900962257e-129,"0","Ablim1"
"Traf1",1.81238752399985e-133,-12.5182016556582,0.103,0.192,5.85129312123351e-129,"0","Traf1"
"Park7",2.26059645208216e-133,-0.740738061588669,0.323,0.431,7.29833564554726e-129,"0","Park7"
"Atp5f1",3.96740766334445e-133,-0.887202080058741,0.349,0.456,1.28087756411075e-128,"0","Atp5f1"
"Hnrnpa3",5.9387733068174e-133,-12.5970507038921,0.595,0.675,1.917332962106e-128,"0","Hnrnpa3"
"Sdc4",7.21570209823608e-133,-0.461312041529017,0.259,0.159,2.32958942241552e-128,"0","Sdc4"
"Pomp",8.70200194030256e-133,-2.28993259042833,0.27,0.377,2.80944132642668e-128,"0","Pomp"
"Elob",1.60826639441504e-132,-1.75549076440213,0.548,0.634,5.19228805436894e-128,"0","Elob"
"Hspe1",2.80974163677593e-132,-10.2798101664869,0.454,0.548,9.0712508743311e-128,"0","Hspe1"
"Lta4h",2.5516936310611e-131,-0.320108648361373,0.06,0.136,8.23814288788075e-127,"0","Lta4h"
"Clint1",4.43697301532003e-131,-6.06070103210535,0.217,0.32,1.43247673799607e-126,"0","Clint1"
"Smad7",2.57750048704667e-130,-0.665345328819782,0.136,0.23,8.32146032243016e-126,"0","Smad7"
"Anxa6",3.72805242215615e-130,-2.64173040424946,0.338,0.44,1.20360172449311e-125,"0","Anxa6"
"H2-Q4",1.93630672069437e-129,-0.835191268664591,0.33,0.434,6.25136624776178e-125,"0","H2-Q4"
"Rnaset2b",2.84298764014327e-129,-0.265522851146129,0.062,0.138,9.17858559620255e-125,"0","Rnaset2b"
"Fam102a",6.41243722648431e-129,-0.324373344343125,0.085,0.167,2.07025535857046e-124,"0","Fam102a"
"Smdt1",1.03414926163851e-128,-0.924026842551441,0.288,0.393,3.33875089119992e-124,"0","Smdt1"
"Rac1",1.75862273631709e-128,-1.55153045181122,0.346,0.449,5.67771350419972e-124,"0","Rac1"
"S1pr1",1.23146336334567e-127,-0.684526448216618,0.217,0.318,3.97577946856149e-123,"0","S1pr1"
"Eif3m",2.23534446686447e-127,-0.560205500097563,0.252,0.358,7.21680961127195e-123,"0","Eif3m"
"Pim2",2.42160239287918e-127,-0.511482300243875,0.066,0.142,7.81814332541042e-123,"0","Pim2"
"Cox6b1",4.73404310947046e-127,-1.52919160884906,0.526,0.611,1.52838581789254e-122,"0","Cox6b1"
"Marcks",1.07719024948995e-126,-12.1975040227726,0.087,0.166,3.47770872047832e-122,"0","Marcks"
"Emg1",1.38352698523924e-126,-0.574255470780501,0.284,0.387,4.46671687184489e-122,"0","Emg1"
"Rasal3",2.41274940251272e-126,-0.678479727850906,0.203,0.302,7.78956144601232e-122,"0","Rasal3"
"Gng5",3.01738539047959e-126,-3.22554549226121,0.622,0.693,9.74162873316336e-122,"0","Gng5"
"Stk4",4.59018598714145e-126,-0.705540608934486,0.29,0.394,1.48194154594862e-121,"0","Stk4"
"Psmb3",6.21181768221058e-126,-0.749513671673503,0.339,0.441,2.00548533870169e-121,"0","Psmb3"
"Ndufa4",6.48996016740194e-126,-3.22713505779808,0.552,0.63,2.09528364004572e-121,"0","Ndufa4"
